,token,transcript_id,sentence_id,surprisal,oov
87,in,13,3,6.398450500521624,False
88,the,13,3,2.2351750032818454,False
89,event,13,3,7.190195345650558,False
90,it,13,3,13.769909864079441,False
91,didnt,13,3,23.139935191805787,False
92,make,13,3,11.95539183077573,False
93,the,13,3,4.821582800658669,False
94,shortlist,13,3,18.28989628626745,False
95,but,13,3,9.743225689885975,False
96,it,13,3,5.4869993782412205,False
97,lived,13,3,15.074209913130437,False
98,to,13,3,6.023573850517137,False
99,fight,13,3,10.175696865727446,False
100,another,13,3,6.725189216641679,False
101,day,13,3,2.1511487485309173,False
102,on,13,4,8.405045063737305,False
103,tuesday,13,4,7.10279077490519,False
104,night,13,4,3.547680863477933,False
105,pullman,13,4,22.823364292058166,False
106,walked,13,4,14.341450758307888,False
107,away,13,4,4.770685110102658,False
108,with,13,4,3.8838345910582857,False
109,the,13,4,3.1712712793256936,False
110,whitbread,13,4,23.637880990773343,False
111,prize,13,4,15.26933567914101,False
112,that,13,5,7.234381548752137,False
113,prize,13,5,19.530094264441416,False
114,thrives,13,5,19.013932249819863,False
115,on,13,5,2.2743301648230734,False
116,the,13,5,2.7547687945307344,False
117,neat,13,5,15.989191417205522,False
118,concept,13,5,15.009813214765439,False
119,of,13,5,2.495592240250246,False
120,first,13,5,11.287408746809406,False
121,dividing,13,5,18.057712401541643,False
122,books,13,5,12.931331920513465,False
123,up,13,5,9.555599460659215,False
124,into,13,5,7.370927925266347,False
125,categories,13,5,8.951173545119053,False
126,novel,13,5,16.584419727859167,False
127,of,13,5,5.472032777058024,False
128,the,13,5,4.137488661960453,False
129,year,13,5,8.406765308102543,False
130,childrens,13,5,21.8716097926433,False
131,book,13,5,5.041731706907508,False
132,of,13,5,5.46852615554463,False
133,the,13,5,2.8444501942305074,False
134,year,13,5,6.808813526634155,False
135,and,13,5,4.849449254557711,False
136,so,13,5,9.455777766912833,False
137,on,13,5,3.452417579696619,False
138,and,13,5,4.908860253899148,False
139,then,13,5,7.224627953283488,False
140,breaking,13,5,14.507809159753922,False
141,down,13,5,4.608537030500824,False
142,the,13,5,2.8956951808980094,False
143,categories,13,5,15.037197730959026,False
144,for,13,5,9.175682858988894,False
145,its,13,5,7.910804284631894,False
146,overall,13,5,11.139116079235876,False
147,prize,13,5,15.641787592440075,False
148,that,13,6,7.234381548752137,False
149,meant,13,6,9.254460863608031,False
150,that,13,6,2.947629611727546,False
151,these,13,6,8.235883741108683,False
152,judges,13,6,12.164697732658873,False
153,could,13,6,11.347683828380344,False
154,give,13,6,7.606303607778483,False
155,the,13,6,3.646619070765096,False
156,award,13,6,13.74265523742356,False
157,to,13,6,9.037521575356488,False
158,philip,13,6,18.08044940671533,False
159,pullman,13,6,8.559689646508446,False
160,without,13,6,11.358433771644329,False
161,being,13,6,5.958180804356804,False
162,accused,13,6,9.528502443869211,False
163,of,13,6,0.4276427896802689,False
164,dumbing,13,6,24.138845929483207,False
165,down,13,6,2.042937299461807,False
166,to,13,6,4.1343839852055115,False
167,the,13,6,2.3349523445031566,False
168,level,13,6,9.568921850377293,False
169,of,13,6,0.15053390560659013,False
170,a,13,6,5.532530017259003,False
171,childrens,13,6,21.996696585492394,False
172,book,13,6,5.041731706907508,False
173,peculiarly,13,7,22.182853637326193,False
174,this,13,7,9.71227237944296,False
175,still,13,7,11.923656807078343,False
176,seems,13,7,10.259535810260887,False
177,to,13,7,1.4312697451909777,False
178,be,13,7,1.8143942818386705,False
179,a,13,7,3.6288820207837396,False
180,very,13,7,6.760179398875496,False
181,real,13,7,7.558409216777252,False
182,fear,13,7,15.063319784206854,False
183,although,13,8,9.928972480862871,False
184,we,13,8,5.977045675689955,False
185,are,13,8,3.7005648094056465,False
186,currently,13,8,4.4929416780168365,False
187,seeing,13,8,14.923143628721242,False
188,such,13,8,9.301674126545677,False
189,an,13,8,5.384945406067849,False
190,unexpected,13,8,10.622512123382371,False
191,outpouring,13,8,19.431720363834838,False
192,of,13,8,0.36315481223465773,False
193,energy,13,8,10.576359360999536,False
194,in,13,8,4.327919792393241,False
195,literature,13,8,15.084890951578688,False
196,for,13,8,5.722253487314101,False
197,children,13,8,9.22127804677084,False
198,many,13,8,13.720561343863395,False
199,commentators,13,8,17.772928006100862,False
200,are,13,8,6.647870093293614,False
201,still,13,8,7.115395604128378,False
202,afraid,13,8,11.29923740684386,False
203,to,13,8,3.4168662588197214,False
204,admit,13,8,9.304424775109432,False
205,that,13,8,2.089259155846473,False
206,these,13,8,9.783191275021462,False
207,books,13,8,10.341268801862853,False
208,can,13,8,8.241882420124481,False
209,stand,13,8,10.101405594224824,False
210,alongside,13,8,12.12529922623679,False
211,other,13,8,2.7581217662251336,False
212,literature,13,8,15.3361480061036,False
213,novelists,13,9,21.826658508484254,False
214,such,13,9,11.46810885404077,False
215,as,13,9,2.256510151859554,False
216,philip,13,9,16.804683871472253,False
217,hensher,13,9,21.464455196514,False
218,and,13,9,6.550081091611404,False
219,howard,13,9,15.67284703213951,False
220,jacobson,13,9,19.095528223799736,False
221,have,13,9,10.064043343909107,False
222,mocked,13,9,15.816694943093466,False
223,the,13,9,3.129477934552142,False
224,adults,13,9,14.140758750400956,False
225,who,13,9,3.2348872544480423,False
226,eagerly,13,9,18.816501736524373,False
227,turn,13,9,13.539241885299798,False
228,the,13,9,5.024891607544768,False
229,pages,13,9,7.114061860338754,False
230,of,13,9,1.807284809672667,False
231,the,13,9,2.30200594246478,False
232,harry,13,9,15.505463770560594,False
233,potter,13,9,0.4362790084207727,False
234,books,13,9,3.489966348220446,False
235,or,13,9,6.046323923845534,False
236,even,13,9,6.606948948845669,False
237,worse,13,9,7.75587220245717,False
238,queue,13,9,20.029215405323345,False
239,up,13,9,10.615785587749789,False
240,to,13,9,3.9088292189590064,False
241,see,13,9,6.943086836238496,False
242,the,13,9,3.932806114811232,False
243,film,13,9,8.748533986155895,False
244,without,13,9,10.575295692407218,False
245,the,13,9,4.484963371565075,False
246,excuse,13,9,14.67266749544132,False
247,of,13,9,3.5655481990016837,False
248,a,13,9,4.513326019338344,False
249,sevenyearold,13,9,24.759217369795625,True
250,child,13,9,12.445379519530622,False
251,by,13,9,7.552248175839321,False
252,their,13,9,7.078018305634511,False
253,side,13,9,8.023316344614098,False
254,and,13,10,4.619222425000644,False
255,when,13,10,6.84467254315373,False
256,peter,13,10,14.923791492391022,False
257,jacksons,13,10,20.607458282893706,False
258,film,13,10,12.886912074645888,False
259,of,13,10,5.234652122809884,False
260,the,13,10,1.651164515431209,False
261,lord,13,10,11.300254346882978,False
262,of,13,10,3.3874811269417,False
263,the,13,10,0.10391321418414397,False
264,rings,13,10,0.30108924496692546,False
265,was,13,10,11.283611853859613,False
266,released,13,10,9.298822100781763,False
267,sceptical,13,10,22.857051618868034,False
268,critics,13,10,14.201908210323284,False
269,such,13,10,9.777541080131218,False
270,as,13,10,1.6216882034737456,False
271,mark,13,10,12.943995358430495,False
272,lawson,13,10,19.89848633767777,False
273,thomas,13,10,14.494490730082724,False
274,sutcliffe,13,10,20.50649451162676,False
275,and,13,10,6.550081091611404,False
276,david,13,10,12.164744461212072,False
277,sexton,13,10,19.782260545730278,False
278,poured,13,10,15.874541723916789,False
279,scorn,13,10,18.48628451522378,False
280,on,13,10,5.9962867514768305,False
281,people,13,10,9.57212948835115,False
282,who,13,10,2.089419933749854,False
283,took,13,10,8.217102030760039,False
284,their,13,10,5.58394092989083,False
285,childish,13,10,18.57137800260922,False
286,delights,13,10,17.86356714313888,False
287,into,13,10,10.009118285674809,False
288,adulthood,13,10,11.187186296318638,False
289,they,13,11,6.810924231621889,False
290,seem,13,11,8.492958896511608,False
291,to,13,11,0.3359323362093953,False
292,believe,13,11,7.625417170055781,False
293,that,13,11,1.0526893623395805,False
294,people,13,11,7.7052976517266725,False
295,who,13,11,3.5974923131744028,False
296,sink,13,11,18.54045954057876,False
297,into,13,11,4.9233263051565475,False
298,tales,13,11,18.531018788813732,False
299,that,13,11,7.853904747022579,False
300,shrug,13,11,18.968710098454135,False
301,off,13,11,4.546097783309255,False
302,the,13,11,2.987997933630861,False
303,adult,13,11,13.905379899851313,False
304,world,13,11,5.7886496133494685,False
305,are,13,11,8.08150844152547,False
306,absurd,13,11,13.540453659645475,False
307,or,13,11,9.435762105955975,False
308,even,13,11,6.378761543432473,False
309,a,13,11,3.48053826860544,False
310,bit,13,11,7.260071164880526,False
311,dangerous,13,11,11.597357656162114,False
312,in,13,12,6.398450500521624,False
313,one,13,12,6.831678045317422,False
314,critics,13,12,18.092131545015175,False
315,words,13,12,13.850688484383014,False
316,we,13,12,8.314915188728223,False
317,are,13,12,5.7109649776742595,False
318,proof,13,12,15.341885322025233,False
319,of,13,12,2.1260545254511323,False
320,the,13,12,2.8690185230844554,False
321,infantilisation,13,12,25.335228364943685,True
322,of,13,12,7.161561038661232,False
323,adult,13,12,13.27696560432297,False
324,culture,13,12,13.679932846879979,False
325,but,13,13,5.633455772075891,False
326,these,13,13,8.455241825995325,False
327,critics,13,13,14.869071564585177,False
328,who,13,13,5.322342608940081,False
329,are,13,13,3.093385869273602,False
330,proud,13,13,12.271991242860897,False
331,to,13,13,3.2510086053018266,False
332,be,13,13,2.911463097567638,False
333,too,13,13,9.223174117217608,False
334,sophisticated,13,13,11.40399015096684,False
335,to,13,13,2.2237088855393767,False
336,enjoy,13,13,10.894407358233885,False
337,a,13,13,3.7927812331164854,False
338,book,13,13,10.038318087358785,False
339,where,13,13,8.161225769264853,False
340,a,13,13,6.157043666609263,False
341,bear,13,13,13.045194356482195,False
342,talks,13,13,15.856835562301105,False
343,or,13,13,7.617187400627057,False
344,a,13,13,5.1487824662357085,False
345,dragon,13,13,14.793075096895468,False
346,flies,13,13,16.602951163244914,False
347,might,13,13,11.827743679603808,False
348,be,13,13,2.642588388474838,False
349,missing,13,13,11.755266109572824,False
350,out,13,13,2.45176857944065,False
351,they,13,14,6.810924231621889,False
352,neednt,13,14,26.48446248223537,True
353,be,13,14,11.109735699414113,False
354,afraid,13,14,10.128312528764527,False
355,that,13,14,5.99195762822619,False
356,they,13,14,4.913147004648159,False
357,will,13,14,5.1068871502549635,False
358,lose,13,14,7.933282302739546,False
359,their,13,14,2.8193900275539017,False
360,critical,13,14,12.674054802719594,False
361,edge,13,14,15.413688892077019,False
362,if,13,14,9.4812812608378,False
363,they,13,14,4.284234535222147,False
364,let,13,14,9.562758433411235,False
365,down,13,14,7.527540651337495,False
366,their,13,14,6.043657624280353,False
367,guard,13,14,3.6984782607038875,False
368,against,13,14,8.301872378319963,False
369,childish,13,14,18.55272301376078,False
370,things,13,14,11.94153800276618,False
371,for,13,14,6.0002646185690995,False
372,an,13,14,7.335443529181743,False
373,instant,13,14,5.475239623022503,False
374,do,13,15,8.045893363893784,False
375,we,13,15,5.870337460416987,False
376,still,13,15,10.35313072629111,False
377,have,13,15,2.13531073903149,False
378,to,13,15,3.153483144739569,False
379,spell,13,15,14.02376470935849,False
380,it,13,15,3.426160092845451,False
381,out,13,15,2.873621879581626,False
382,it,13,16,6.308283005067171,False
383,really,13,16,7.384271699237585,False
384,is,13,16,1.6957296950193284,False
385,possible,13,16,12.856902839379375,False
386,to,13,16,5.065268641551221,False
387,like,13,16,11.4680344051594,False
388,rowling,13,16,22.608294145934597,False
389,and,13,16,5.093596836916622,False
390,roth,13,16,16.36180806845485,False
391,to,13,16,8.840544091424219,False
392,enjoy,13,16,10.55605540862972,False
393,pullman,13,16,21.092606794359646,False
394,as,13,16,8.771464241617393,False
395,well,13,16,4.505805890310749,False
396,as,13,16,1.25494717278338,False
397,proust,13,16,23.035936440609007,False
398,what,13,17,7.100171599897896,False
399,is,13,17,3.5106322488752144,False
400,endearing,13,17,24.181416433457215,False
401,about,13,17,9.857404137595834,False
402,the,13,17,3.7999726782529315,False
403,new,13,17,7.6965839645690535,False
404,breed,13,17,9.838961407260228,False
405,of,13,17,0.8562604439015429,False
406,childrens,13,17,18.79778338692583,False
407,writers,13,17,14.718238130932603,False
408,is,13,17,8.933336701956287,False
409,that,13,17,5.701002687734965,False
410,they,13,17,4.399802563382654,False
411,are,13,17,2.7871227735556685,False
412,firing,13,17,12.06059760426193,False
413,a,13,17,2.851940820908836,False
414,new,13,17,8.293299668831319,False
415,bolt,13,17,18.106021805456034,False
416,of,13,17,5.772353228423531,False
417,energy,13,17,10.481224778741865,False
418,into,13,17,10.071238749092434,False
419,literature,13,17,14.66682405026327,False
420,nave,13,18,20.36912840540812,False
421,yes,13,19,8.71313908713081,False
422,they,13,19,10.411167589364734,False
423,may,13,19,8.062759203561253,False
424,be,13,19,2.0479924973081345,False
425,nave,13,19,17.277610094243737,False
426,but,13,20,5.633455772075891,False
427,what,13,20,6.243877990603723,False
428,they,13,20,5.566180515632874,False
429,dont,13,20,25.332956882052567,False
430,suffer,13,20,14.994055396215359,False
431,from,13,20,2.837592977050843,False
432,is,13,20,9.985703320475041,False
433,the,13,20,4.80377446983345,False
434,deadening,13,20,23.680508519422443,False
435,claustrophobia,13,20,20.353380090970553,False
436,of,13,20,8.056541929957607,False
437,so,13,20,10.554461885764683,False
438,much,13,20,2.994765851753352,False
439,acclaimed,13,20,20.20214590057359,False
440,literature,13,20,14.214537591837136,False
441,for,13,20,5.3561578452642165,False
442,grownups,13,20,17.743983231436044,False
443,readers,13,21,14.73872424545896,False
444,who,13,21,4.466479852746594,False
445,fell,13,21,11.770243798887288,False
446,on,13,21,4.047078415632177,False
447,hyped,13,21,21.629117113876084,False
448,novels,13,21,15.211436625698854,False
449,such,13,21,12.083824863239526,False
450,as,13,21,2.256510151859554,False
451,jonathan,13,21,18.463142001249444,False
452,franzens,13,21,21.518682494487813,True
453,the,13,21,7.368527344846901,False
454,corrections,13,21,15.962242506168877,False
455,or,13,21,9.673032274896126,False
456,margaret,13,21,15.625275780963793,False
457,atwoods,13,21,22.135659382613575,True
458,the,13,21,7.368527344846901,False
459,blind,13,21,13.565131087791004,False
460,assassin,13,21,7.665757375626239,False
461,only,13,21,11.581574493311992,False
462,to,13,21,5.087547073296055,False
463,find,13,21,4.88973401947183,False
464,them,13,21,6.5076309730625885,False
465,imaginatively,13,21,23.385570563778003,False
466,underpowered,13,21,18.83188731066761,False
467,will,13,21,9.416232738756142,False
468,know,13,21,8.373306079993037,False
469,what,13,21,3.6548143877859522,False
470,i,13,21,5.1048271338673095,False
471,mean,13,21,4.813413619947229,False
472,when,13,21,13.888828487906219,False
473,i,13,21,3.1931737046191486,False
474,say,13,21,4.357850222726817,False
475,that,13,21,2.7118060479131336,False
476,even,13,21,7.424660217379995,False
477,the,13,21,2.9003106155381677,False
478,biggest,13,21,11.564822702994704,False
479,novels,13,21,15.886878061961424,False
480,today,13,21,12.254312801573384,False
481,can,13,21,11.319015464987839,False
482,seem,13,21,10.48316599372308,False
483,much,13,21,11.388667145564325,False
484,smaller,13,21,8.017244800735686,False
485,than,13,21,2.5731097619470646,False
486,life,13,21,11.892919715195045,False
487,still,13,22,10.792774339043994,False
488,perhaps,13,22,16.36235455492447,False
489,those,13,22,10.791367730391755,False
490,novels,13,22,16.24252512031499,False
491,honestly,13,22,16.565663361810564,False
492,reflect,13,22,15.33477782988267,False
493,the,13,22,2.487419297494269,False
494,problematic,13,22,15.252009682025932,False
495,aspects,13,22,15.45404335381625,False
496,of,13,22,0.7335840325879249,False
497,our,13,22,5.181342763703158,False
498,current,13,22,5.966383249462047,False
499,condition,13,22,12.448873864898683,False
500,whereas,13,22,18.05850916297416,False
501,the,13,22,4.56427796253663,False
502,childrens,13,22,19.251359236616516,False
503,writers,13,22,14.718238130932603,False
504,have,13,22,5.042777159284173,False
505,the,13,22,6.442679076124833,False
506,liberty,13,22,12.836082496896235,False
507,of,13,22,2.087911155888077,False
508,escapism,13,22,22.302527838097923,False
509,that,13,23,7.234381548752137,False
510,may,13,23,7.317735783547308,False
511,be,13,23,0.9207043658255997,False
512,true,13,23,2.9554819886884816,False
513,but,13,24,5.633455772075891,False
514,sometimes,13,24,9.177704858926488,False
515,it,13,24,3.680235512735789,False
516,is,13,24,4.321995562258812,False
517,worth,13,24,7.706514970137985,False
518,going,13,24,10.632475601335729,False
519,on,13,24,3.544558762516713,False
520,these,13,24,8.407892337444961,False
521,journeys,13,24,18.266376775830015,False
522,not,13,24,11.091837871529375,False
523,just,13,24,6.398359023438665,False
524,to,13,24,4.827126470287806,False
525,escape,13,24,11.699145117180374,False
526,but,13,24,11.763213131654224,False
527,also,13,24,5.449657720169286,False
528,to,13,24,4.335300923775302,False
529,return,13,24,10.120380554861276,False
530,im,13,25,13.363046727400606,False
531,sure,13,25,4.609535754324289,False
532,im,13,25,17.231236361244928,False
533,not,13,25,4.529079481836855,False
534,alone,13,25,10.105280896102867,False
535,in,13,25,1.9309503416960623,False
536,saying,13,25,13.993256508184933,False
537,that,13,25,1.3958743511600311,False
538,after,13,25,12.034706817751973,False
539,stepping,13,25,17.22151365414195,False
540,into,13,25,3.449286766632261,False
541,rowlings,13,25,24.30237527343724,True
542,world,13,25,11.395114101887087,False
543,or,13,25,8.096346737189712,False
544,into,13,25,10.754397524717287,False
545,pullmans,13,25,23.72514141581223,True
546,world,13,25,11.395114101887087,False
547,both,13,25,12.681397521646906,False
548,of,13,25,4.846356457943413,False
549,which,13,25,6.779910728466277,False
550,thrive,13,25,19.165454731629787,False
551,on,13,25,1.8056966328709205,False
552,the,13,25,3.0721590279780977,False
553,staggeringly,13,25,23.712361552516892,False
554,precise,13,25,15.529433142323745,False
555,and,13,25,5.100890847267294,False
556,sensual,13,25,19.730124152509795,False
557,detailing,13,25,16.62213679837545,False
558,of,13,25,5.110827000897172,False
559,their,13,25,7.054799758760055,False
560,fantasy,13,25,14.638102622242554,False
561,universes,13,25,19.194497715457263,False
562,i,13,25,9.984657868098378,False
563,found,13,25,7.6266598327671336,False
564,that,13,25,4.206381597554482,False
565,the,13,25,3.4092423765638364,False
566,everyday,13,25,15.552756234435867,False
567,world,13,25,3.7835515518502323,False
568,had,13,25,8.701658119212535,False
569,juddered,13,25,23.63935571223194,True
570,a,13,25,7.962022738985291,False
571,little,13,25,7.256598203765623,False
572,without,13,26,11.018350489543659,False
573,doubt,13,26,9.224625078394917,False
574,they,13,26,8.787985557206188,False
575,do,13,26,6.193204438701192,False
576,lack,13,26,17.746729919952916,False
577,other,13,26,13.197218972236666,False
578,qualities,13,26,12.743457792351935,False
579,that,13,26,3.0362427887810877,False
580,you,13,26,5.560846332483759,False
581,look,13,26,8.852626194459074,False
582,for,13,26,4.26516334544648,False
583,in,13,26,2.3838787237216557,False
584,literature,13,26,16.541066718621416,False
585,that,13,26,4.749018505600985,False
586,isnt,13,26,17.616783357571084,False
587,meant,13,26,14.178179609410515,False
588,for,13,26,4.710088868729647,False
589,children,13,26,9.257994017435529,False
590,but,13,27,5.633455772075891,False
591,still,13,27,8.012718467150355,False
592,rowling,13,27,22.765447814409733,False
593,and,13,27,5.093596836916622,False
594,pullman,13,27,18.94490071258499,False
595,can,13,27,10.334526426042746,False
596,achieve,13,27,10.128229367780019,False
597,that,13,27,5.076081549560619,False
598,precious,13,27,16.181453277311537,False
599,effect,13,27,13.987951629382739,False
600,on,13,27,3.0380954967145053,False
601,the,13,27,1.756544134975499,False
602,reader,13,27,12.424201188809413,False
603,of,13,27,5.037267942062903,False
604,tearing,13,27,18.39490088937208,False
605,away,13,27,8.145505175155456,False
606,the,13,27,5.119098350818149,False
607,veils,13,27,21.516968586197585,False
608,of,13,27,8.411303521828515,False
609,familiarity,13,27,15.81937351880398,False
610,and,13,27,4.047595201750187,False
611,reawakening,13,27,23.692578742316652,True
612,one,13,27,9.643704167693198,False
613,to,13,27,6.444902642448684,False
614,the,13,27,4.343312098616178,False
615,oddness,13,27,24.528175562590384,False
616,and,13,27,2.924983489629782,False
617,beauty,13,27,13.214896621514802,False
618,of,13,27,3.0700449569505137,False
619,ordinary,13,27,13.90689263775997,False
620,life,13,27,4.177229316433081,False
621,and,13,28,4.619222425000644,False
622,lets,13,28,13.84751411080296,False
623,not,13,28,2.4108177346410957,False
624,sidestep,13,28,23.2091187948409,False
625,what,13,28,10.524439186338773,False
626,is,13,28,4.973294968714206,False
627,perhaps,13,28,9.609274728097772,False
628,the,13,28,1.5290852791872915,False
629,most,13,28,0.9280494607810403,False
630,obvious,13,28,7.713760271912017,False
631,point,13,28,6.598126756403501,False
632,of,13,28,1.9359144584641197,False
633,these,13,28,7.369215600994871,False
634,books,13,28,9.784323056420138,False
635,appeal,13,28,16.741329457446415,False
636,as,13,29,7.188899618310995,False
637,with,13,29,7.063056456507572,False
638,j,13,29,14.305599661882074,False
639,k,13,29,15.97087699238887,False
640,rowling,13,29,21.675438574256063,False
641,pullman,13,29,18.83188731066761,False
642,fulfils,13,29,21.42702958544818,False
643,an,13,29,10.04285630108476,False
644,often,13,29,10.714358282709808,False
645,unassuaged,13,29,22.300242099038034,True
646,longing,13,29,16.19224361305371,False
647,in,13,29,8.736504947749248,False
648,this,13,29,5.866171887102545,False
649,secular,13,29,19.314960757567746,False
650,age,13,29,13.481854469914706,False
651,he,13,29,8.808389302757414,False
652,describes,13,29,11.156625030516869,False
653,a,13,29,4.643164472440314,False
654,great,13,29,9.031263117265278,False
655,battle,13,29,11.093320513081736,False
656,between,13,29,6.1318435122754025,False
657,good,13,29,6.2567010184100695,False
658,and,13,29,1.5566760148222218,False
659,evil,13,29,1.6781120404514436,False
660,a,13,29,10.199050054195865,False
661,battle,13,29,12.185462634485674,False
662,where,13,29,10.738812364211231,False
663,everything,13,29,9.239466542096665,False
664,is,13,29,1.7614476630262728,False
665,at,13,29,8.311868328657749,False
666,stake,13,29,4.33406222111083,False
667,where,13,29,14.641088497591056,False
668,you,13,29,4.366970210694459,False
669,have,13,29,4.757179766218663,False
670,to,13,29,1.4276594694504658,False
671,take,13,29,5.987163595471684,False
672,sides,13,29,11.764036821405535,False
673,for,13,30,7.607684872130682,False
674,some,13,30,5.943500514563125,False
675,people,13,30,3.6979915709421753,False
676,this,13,30,11.936146002932597,False
677,is,13,30,5.2248799151208924,False
678,just,13,30,6.511177591049484,False
679,too,13,30,5.551695060145756,False
680,simple,13,30,10.478581051443907,False
681,to,13,30,2.6513490021880006,False
682,be,13,30,6.692269346917406,False
683,enjoyable,13,30,15.471852476650847,False
684,they,13,31,6.810924231621889,False
685,recognise,13,31,23.670807988582002,False
686,that,13,31,3.741615843391298,False
687,morality,13,31,15.113176774442458,False
688,is,13,31,2.941843191224586,False
689,always,13,31,8.997726272236898,False
690,about,13,31,8.644890847169055,False
691,shades,13,31,17.963672376241963,False
692,of,13,31,1.2912194201950191,False
693,grey,13,31,3.7655590788450324,False
694,and,13,31,4.743283169702794,False
695,they,13,31,8.023755909817924,False
696,dont,13,31,24.114361751625488,False
697,like,13,31,9.731450094479733,False
698,being,13,31,8.892935511663858,False
699,seduced,13,31,19.144929016634617,False
700,into,13,31,10.204921219702085,False
701,these,13,31,8.602346479504465,False
702,grand,13,31,14.216219819752313,False
703,images,13,31,14.15846649603539,False
704,of,13,31,2.1410048904421153,False
705,deep,13,31,12.509483174426402,False
706,black,13,31,10.085270779211644,False
707,and,13,31,4.584550630536084,False
708,dazzling,13,31,20.537203883181885,False
709,white,13,31,11.878996982369761,False
710,but,13,32,5.633455772075891,False
711,i,13,32,3.3532556297606626,False
712,find,13,32,8.301937323088817,False
713,this,13,32,6.928830667465806,False
714,engagement,13,32,16.891922120248605,False
715,with,13,32,3.266980266383498,False
716,ethical,13,32,17.484826675392306,False
717,themes,13,32,15.120525037435405,False
718,intriguing,13,32,17.875195424801138,False
719,and,13,33,4.619222425000644,False
720,pullmans,13,33,26.153180800333082,True
721,moral,13,33,13.781661699204395,False
722,vision,13,33,14.41211541887661,False
723,is,13,33,5.207563818123019,False
724,the,13,33,3.2697831875660843,False
725,most,13,33,5.502802341325748,False
726,refreshing,13,33,19.238462155933487,False
727,ive,13,33,17.742771457090363,False
728,seen,13,33,3.7993877793285633,False
729,in,13,33,4.208006800794569,False
730,a,13,33,3.3693322320846883,False
731,childrens,13,33,22.134328806861458,False
732,book,13,33,5.041731706907508,False
733,for,13,33,6.812640515940246,False
734,a,13,33,3.2288794673244174,False
735,long,13,33,1.916447264000322,False
736,time,13,33,0.5069327293599868,False
737,because,13,33,9.59053261821794,False
738,unlike,13,33,12.862352655897423,False
739,so,13,33,9.715855429861161,False
740,many,13,33,2.6001323298557004,False
741,others,13,33,6.068021020708194,False
