"code"	"word"	"psychometric"
10113	"those"	356.635294117647
10114	"same"	394.091954022988
10115	"mill"	350.5
10116	"owners"	380.058139534884
10117	"created"	360.837209302326
10118	"to"	371.529411764706
10119	"celebrate"	342.952941176471
10120	"their"	400.261904761905
10121	"achievements."	419.186046511628
10122	"It"	388.620689655172
10123	"shows"	338.908045977012
10124	"a"	380.290697674419
10125	"sinister"	426.883720930233
10126	"looking"	407.517647058824
10127	"boar's"	406.383720930233
10128	"head"	424.83908045977
10129	"sitting"	356.848837209302
10130	"on"	340.744186046512
10131	"top"	349.919540229885
10132	"of"	350.045977011494
10133	"a"	343.139534883721
10134	"well"	375.662790697674
10135	"which"	423.235294117647
10136	"seems"	425.964705882353
10137	"puzzling"	375.206896551724
10138	"at"	353.517647058824
10139	"first,"	343.744186046512
10140	"but"	331.104651162791
10141	"the"	358.850574712644
10142	"reason"	340.873563218391
10143	"for"	341.310344827586
10144	"this"	340.558139534884
10145	"symbol"	348.885057471264
10146	"is"	328.151162790698
10147	"a"	355.448275862069
10148	"matter"	327.264367816092
10149	"of"	372.411764705882
10150	"legend."	392.724137931034
10151	"There"	364.287356321839
10152	"was"	331.655172413793
10153	"once,"	342.896551724138
10154	"legend"	455.287356321839
10155	"has"	376.022988505747
10156	"it,"	358.206896551724
10157	"a"	369.045977011494
10158	"fearsome"	369.976744186047
10159	"boar,"	375.023255813953
10160	"which"	363.383720930233
10161	"lived"	324.905882352941
10162	"in"	302.56976744186
10163	"a"	363.197674418605
10164	"wood"	357.767441860465
10165	"located"	424.873563218391
10166	"just"	342.741176470588
10167	"outside"	323.744186046512
10168	"the"	350.360465116279
10169	"manor"	353.333333333333
10170	"of"	407.023255813953
10171	"Bradford."	391.616279069767
10172	"A"	365.53488372093
10173	"source"	345.793103448276
10174	"of"	333.804597701149
10175	"great"	358.310344827586
10176	"trouble"	338.46511627907
10177	"to"	319.209302325581
10178	"the"	308.941860465116
10179	"local"	307.447058823529
10180	"folk"	336.046511627907
10181	"the"	346.235294117647
10182	"boar"	342.552941176471
10183	"was,"	374.714285714286
10184	"bringing"	374.5
10185	"terror"	347.423529411765
10186	"to"	320.5
10187	"the"	332.151162790698
10188	"peaceful"	336.860465116279
10189	"flocks"	329.511627906977
10190	"and"	341.686046511628
10191	"ravaging"	359.860465116279
10192	"the"	397.116279069767
10193	"countryside"	414.547619047619
10194	"around."	429.80487804878
10195	"Even"	385.130952380952
10196	"worse,"	364.825581395349
10197	"however,"	360.651162790698
10198	"the"	324.418604651163
10199	"boar"	337.505882352941
10200	"most"	356.476744186047
10201	"liked"	343.023255813953
10202	"to"	331.96511627907
10203	"go"	309.564705882353
10204	"to"	318.418604651163
10205	"the"	323.895348837209
10206	"well"	349.56976744186
10207	"that"	338.290697674419
10208	"was"	324.523255813953
10209	"in"	300.651162790698
10210	"the"	311.790697674419
10211	"wood"	356.709302325581
10212	"and"	338.357142857143
10213	"drink"	352.458823529412
10214	"its"	326.788235294118
10215	"fresh"	324.376470588235
10216	"water,"	366.788235294118
10217	"so"	339.813953488372
10218	"that"	313.458823529412
10219	"the"	301.566265060241
10220	"people"	331
10221	"of"	313.917647058824
10222	"Bradford"	318.929411764706
10223	"had"	353.872093023256
10224	"second"	350.164705882353
10225	"thoughts"	335.383720930233
10226	"about"	337.67816091954
10227	"visiting"	319.441860465116
10228	"the"	335.313953488372
10229	"well."	445.209302325581
10230	"That"	350.470588235294
10231	"the"	341
10232	"people"	335.546511627907
10233	"of"	319.52380952381
10234	"Bradford"	337.081395348837
10235	"bore"	351.564705882353
10236	"the"	370.658823529412
10237	"brunt"	358.116279069767
10238	"of"	336.211764705882
10239	"the"	333.702380952381
10240	"beast's"	382.642857142857
10241	"ferocity"	402.261904761905
10242	"was"	386.833333333333
10243	"unfair"	343.46511627907
10244	"in"	314.953488372093
10245	"the"	308.152941176471
10246	"eyes"	323.290697674419
10247	"of"	312.720930232558
10248	"the"	348.825581395349
10249	"people"	325.2
10250	"of"	305.235294117647
10251	"the"	380.447058823529
10252	"region."	415.662790697674
10253	"Eventually,"	342.662790697674
10254	"the"	326.686046511628
10255	"issue"	341.360465116279
10256	"reached"	336.662790697674
10257	"the"	346.627906976744
10258	"ears"	320.848837209302
10259	"of"	307.406976744186
10260	"the"	328
10261	"kindly"	325.325581395349
10262	"Lord"	326.488372093023
10263	"of"	302.011627906977
10264	"the"	322.290697674419
10265	"Manor"	317.581395348837
10266	"who"	349.267441860465
10267	"the"	327.360465116279
10268	"people"	334.894117647059
10269	"had"	321.03488372093
10270	"often"	326.104651162791
10271	"asked"	317.883720930233
10272	"for"	310.53488372093
10273	"help."	334.953488372093
10274	"The"	323.581395348837
10275	"Lord"	311.081395348837
10276	"saw"	322.441860465116
10277	"the"	334.835294117647
10278	"severity"	340.035294117647
10279	"of"	317.576470588235
10280	"the"	324.741176470588
10281	"problem"	310.2
10282	"the"	330.523255813953
10283	"people"	317.267441860465
10284	"faced"	327.220930232558
10285	"and"	325.06976744186
10286	"suggested"	348.593023255814
10287	"a"	331.53488372093
10288	"contest"	328.541176470588
10289	"could"	332.6
10290	"solve"	295.464285714286
10291	"the"	308.247058823529
10292	"problem."	331.870588235294
10293	"He"	315.752941176471
10294	"said"	313.470588235294
10295	"that"	306.611764705882
10296	"whoever"	338.470588235294
10297	"could"	308.453488372093
10298	"kill"	310.837209302326
10299	"the"	297.823529411765
10300	"boar"	303.647058823529
10301	"and"	286.729411764706
10302	"bring"	288.529411764706
10303	"as"	331.611764705882
10304	"proof"	340.729411764706
10305	"its"	300.552941176471
10306	"head"	300.023529411765
10307	"to"	294.447058823529
10308	"the"	320.764705882353
10309	"Manor"	316.905882352941
10310	"House"	328.880952380952
10311	"would"	317.333333333333
10312	"be"	321.428571428571
10313	"rewarded"	305.494117647059
10314	"with"	314.094117647059
10315	"land"	328.321428571429
10316	"and"	335.97619047619
10317	"fame."	318.22619047619
10318	"It"	329.329411764706
10319	"was"	316.270588235294
10320	"the"	309.530120481928
10321	"people"	316.072289156626
10322	"of"	328.903614457831
10323	"Bradford"	324
10324	"and"	331.035294117647
10325	"the"	293.821428571429
10326	"people"	299.867469879518
10327	"who"	332.905882352941
10328	"knew"	340.282352941176
10329	"them"	318.546511627907
10330	"who"	361.988235294118
10331	"rejoiced"	347.776470588235
10332	"at"	325.190476190476
10333	"this"	367.223529411765
10334	"proclamation"	365.705882352941
10335	"but"	356.188235294118
10336	"one"	349.380952380952
10337	"question"	381.270588235294
10338	"remained:"	383.345238095238
10339	"who"	331.788235294118
10340	"would"	317.917647058824
10341	"kill"	317.411764705882
10342	"the"	295.105882352941
10343	"boar?"	324.305882352941
10344	"By"	309.352941176471
10345	"the"	331.388235294118
10346	"handsome"	355.482352941176
10347	"reward"	399.8
10348	"many"	416.552941176471
10349	"felt"	368.129411764706
10350	"tempted,"	354.035294117647
10351	"but"	340.917647058824
10352	"the"	354.75
10353	"thought"	305.202380952381
10354	"of"	306.858823529412
10355	"the"	306.595238095238
10356	"boar"	326.835294117647
10357	"with"	320.882352941176
10358	"its"	312.940476190476
10359	"deadly"	312.6
10360	"tusks"	328.238095238095
10361	"and"	316.238095238095
10362	"face"	306.583333333333
10363	"like"	326.809523809524
10364	"thunder"	325.105882352941
10365	"soon"	331.611764705882
10366	"put"	312.428571428571
10367	"an"	293.294117647059
10368	"end"	292.329411764706
10369	"to"	285.870588235294
10370	"their"	341.811764705882
10371	"ambitions."	400.892857142857
10372	"However,"	374.746987951807
10373	"there"	343.428571428571
10374	"was"	316
10375	"one"	361.164705882353
10376	"huntsman,"	386.188235294118
10377	"who"	322.117647058824
10378	"was"	297.6
10379	"still"	308.571428571429
10380	"wet"	344.035714285714
10381	"behind"	312.75
10382	"the"	298.678571428571
10383	"ears,"	318.282352941176
10384	"who"	317.376470588235
10385	"decided"	293.845238095238
10386	"the"	302
10387	"prize"	304.975903614458
10388	"was"	300.285714285714
10389	"worth"	308.833333333333
10390	"a"	305.385542168675
10391	"shot,"	315.493827160494
10392	"in"	333.211764705882
10393	"spite"	294.235294117647
10394	"of"	293.170731707317
10395	"the"	299.650602409639
10396	"boar's"	325.666666666667
10397	"reputation."	362.349397590361
10398	"The"	383.904761904762
10399	"huntsman"	353.321428571429
10400	"discovered"	333.647058823529
10401	"the"	337.870588235294
10402	"boar"	351.02380952381
10403	"preferred"	337.829268292683
10404	"to"	323.440476190476
10405	"come"	305.843373493976
10406	"out"	302.321428571429
10407	"in"	293.047619047619
10408	"the"	299.435294117647
10409	"middle"	297.511904761905
10410	"of"	284.261904761905
10411	"the"	305.682352941176
10412	"day."	349.22619047619
10413	"So"	321.130952380952
10414	"he"	321.925
10415	"went"	274
10416	"to"	280.916666666667
10417	"the"	292.440476190476
10418	"wood"	303.333333333333
10419	"by"	300.678571428571
10420	"the"	291.952941176471
10421	"well"	310.566265060241
10422	"with"	314
10423	"his"	319.705882352941
10424	"good"	350.975903614458
10425	"bow,"	344.559523809524
10426	"to"	349.411764705882
10427	"bide"	370.831325301205
10428	"his"	342.33734939759
10429	"time."	356.797619047619
10430	"Around"	354.247058823529
10431	"noontime,"	360.464285714286
10432	"the"	322.835294117647
10433	"boar,"	317.2
10434	"feared"	329.360465116279
10435	"by"	337.162790697674
10436	"the"	304.348837209302
10437	"locals,"	346.623529411765
10438	"came"	326.588235294118
10439	"out,"	309.023529411765
10440	"as"	319.717647058824
10441	"slow"	317.926829268293
10442	"as"	297.939024390244
10443	"a"	360.894117647059
10444	"snail,"	352.635294117647
10445	"from"	340.976470588235
10446	"among"	331.082352941176
10447	"the"	309.152941176471
10448	"trees,"	317.729411764706
10449	"just"	324.915662650602
10450	"as"	320.261904761905
10451	"the"	321.647058823529
10452	"huntsman"	333.211764705882
10453	"had"	344.072289156626
10454	"predicted."	404.238095238095
10455	"The"	365
10456	"huntsman"	323.309523809524
10457	"leaped"	339.964285714286
10458	"from"	322.141176470588
10459	"his"	313.376470588235
10460	"hiding"	314.265060240964
10461	"place"	309.086419753086
10462	"and"	316.458823529412
10463	"through"	334.046511627907
10464	"the"	363.186046511628
10465	"heart"	388.141176470588
10466	"with"	367.317647058824
10467	"his"	343.447058823529
10468	"fine"	342.452380952381
10469	"arrows"	356.77380952381
10470	"shot"	351.409638554217
10471	"the"	364.361445783133
10472	"boar."	387.192771084337
10473	"Now"	332.77380952381
10474	"the"	325.682352941176
10475	"problem"	308.642857142857
10476	"was"	318.458823529412
10477	"no"	310.22619047619
10478	"longer"	331.752941176471
10479	"to"	325.22619047619
10480	"kill"	305.357142857143
10481	"the"	315.385542168675
10482	"boar."	338.132530120482
10483	"It"	310.166666666667
10484	"was"	306.505882352941
10485	"to"	313.795180722892
10486	"find"	329.807228915663
10487	"a"	308.035714285714
10488	"way"	291.658823529412
10489	"to"	304.529411764706
10490	"carry"	313.094117647059
10491	"the"	312.917647058824
10492	"boar"	330.702380952381
10493	"back."	411.66265060241
10494	"The"	347.635294117647
10495	"head"	357.941176470588
10496	"was"	337.4
10497	"too"	342.247058823529
10498	"heavy"	345.294117647059
10499	"for"	315.8
10500	"the"	319.428571428571
10501	"little"	346.309523809524
10502	"huntsman"	338.457831325301
10503	"to"	318.988095238095
10504	"carry"	332.117647058824
10505	"back"	308.411764705882
10506	"to"	312.309523809524
10507	"the"	324.917647058824
10508	"Manor"	354.952941176471
10509	"House,"	374.119047619048
10510	"but"	341.433734939759
10511	"the"	327.857142857143
10512	"huntsman,"	314.738095238095
10513	"who"	310.277108433735
10514	"was"	328.423529411765
10515	"as"	331.892857142857
10516	"quick-witted"	372.916666666667
10517	"and"	349.117647058824
10518	"cunning"	326.702380952381
10519	"as"	319.66265060241
10520	"ever,"	317.188235294118
10521	"asked"	340.416666666667
10522	"himself,"	319.835294117647
10523	"'What"	327.258823529412
10524	"else"	323.192771084337
10525	"can"	308.047619047619
10526	"I"	300.047058823529
10527	"do"	316.823529411765
10528	"to"	348.277108433735
10529	"prove"	300.746987951807
10530	"I"	334.047619047619
10531	"killed"	306.02380952381
10532	"the"	331.892857142857
10533	"boar?'"	348.764705882353
10534	"The"	334.776470588235
10535	"next"	318.294117647059
10536	"instance"	336.93023255814
10537	"he"	340.329411764706
10538	"opened"	345.8
10539	"the"	343.2
10540	"boar's"	329.352941176471
10541	"mouth"	358.083333333333
10542	"and"	340.4
10543	"cut"	356.238095238095
10544	"out"	327.470588235294
10545	"its"	346.117647058824
10546	"tongue,"	389.447058823529
10547	"taking"	368.03488372093
10548	"that"	349.604651162791
10549	"as"	338.8
10550	"proof"	311.43023255814
10551	"for"	293.709302325581
10552	"the"	314.595238095238
10553	"Lord."	307.511904761905
10554	"He"	318.976470588235
10555	"set"	308.905882352941
10556	"out"	309.369047619048
10557	"for"	315.458823529412
10558	"the"	285.813953488372
10559	"Manor"	304.406976744186
10560	"House"	312.285714285714
10561	"as"	297.238095238095
10562	"quickly"	308.506024096386
10563	"as"	284.035714285714
10564	"he"	295.270588235294
10565	"could"	296.717647058824
10566	"and"	287.795180722892
10567	"he"	288.761904761905
10568	"had"	295.142857142857
10569	"only"	293.963855421687
10570	"been"	291.642857142857
10571	"gone"	285.619047619048
10572	"a"	288.096385542169
10573	"few"	303.809523809524
10574	"minutes"	312
10575	"when"	303.720930232558
10576	"a"	296.5
10577	"second"	320.802325581395
10578	"huntsman,"	319.658823529412
10579	"not"	321.694117647059
10580	"so"	320.564705882353
10581	"bold"	350.258823529412
10582	"as"	317.011627906977
10583	"the"	292.611764705882
10584	"first"	303.364705882353
10585	"but"	297.151162790698
10586	"a"	312.761904761905
10587	"little"	312.458823529412
10588	"more"	303.130952380952
10589	"cunning,"	323.847058823529
10590	"came"	317.447058823529
10591	"on"	302.788235294118
10592	"the"	339.297619047619
10593	"scene."	386.297619047619
10594	"Seeing"	314.917647058824
10595	"the"	316.094117647059
10596	"slain"	327.616279069767
10597	"carcass"	335.988372093023
10598	"of"	296.235294117647
10599	"the"	320.647058823529
10600	"boar,"	314.847058823529
10601	"the"	323.952941176471
10602	"huntsman"	327.105882352941
10603	"rejoiced"	325.035294117647
10604	"in"	299.235294117647
10605	"his"	302.388235294118
10606	"good"	299.552941176471
10607	"fortune."	321.870588235294
10608	"The"	338.717647058824
10609	"second"	310.541176470588
10610	"huntsman"	312.282352941176
10611	"knew"	308.928571428571
10612	"a"	298.190476190476
10613	"shortcut"	326.341176470588
10614	"to"	327.623529411765
10615	"the"	294.204819277108
10616	"Manor"	297.674418604651
10617	"House"	299.651162790698
10618	"was"	315.623529411765
10619	"just"	298.97619047619
10620	"around"	295.879518072289
10621	"the"	301.785714285714
10622	"nearby"	304
10623	"pond,"	322.211764705882
10624	"and,"	329.190476190476
10625	"being"	312.607142857143
10626	"a"	305.905882352941
10627	"bigger"	305.847058823529
10628	"man"	296.905882352941
10629	"than"	287.776470588235
10630	"the"	287.904761904762
10631	"first,"	299.22619047619
10632	"was"	293.265060240964
10633	"able"	270.566265060241
10634	"to"	281
10635	"pick"	283.369047619048
10636	"up"	274.811764705882
10637	"the"	302.776470588235
10638	"boar's"	307.741176470588
10639	"head"	312.6
10640	"and"	308.294117647059
10641	"carry"	293.285714285714
10642	"it"	286.130952380952
10643	"through"	288.821428571429
10644	"the"	287.987951807229
10645	"wood"	305.646341463415
10646	"towards"	318.082352941176
10647	"the"	298.285714285714
10648	"prize"	314.435294117647
10649	"that"	333.811764705882
10650	"awaited"	324.333333333333
10651	"him."	354.10843373494
10652	"The"	299.858823529412
10653	"Lord"	293.976470588235
10654	"of"	285.855421686747
10655	"the"	267.225
10656	"Manor"	291.609756097561
10657	"was"	284.256097560976
10658	"seated"	300.78313253012
10659	"in"	318.904761904762
10660	"his"	283.376470588235
10661	"hall"	281.670588235294
10662	"when"	286.682352941176
10663	"the"	293.107142857143
10664	"second"	296.317647058824
10665	"huntsman"	295.058823529412
10666	"burst"	302.238095238095
10667	"through"	303.164705882353
10668	"the"	284.482352941176
10669	"door"	287.488095238095
10670	"and"	281.22619047619
10671	"began"	292.470588235294
10672	"to"	292.72619047619
10673	"spin"	284.811764705882
10674	"a"	292.329411764706
10675	"line."	333.666666666667
10676	"'The"	352.776470588235
10677	"woes"	319.404761904762
10678	"of"	325.10843373494
10679	"Bradford"	316.694117647059
10680	"are"	309.835294117647
10681	"ended!'"	326.975903614458
10682	"he"	328.321428571429
10683	"announced."	366.647058823529
10684	"'With"	335.357142857143
10685	"my"	323.447058823529
10686	"own"	302.294117647059
10687	"hand"	286.228915662651
10688	"I"	349.650602409639
10689	"have"	285.012048192771
10690	"slain"	283.821428571429
10691	"the"	293.452380952381
10692	"boar!'"	303.819277108434
10693	"And,"	301.27380952381
10694	"with"	276.416666666667
10695	"that,"	282.202380952381
10696	"at"	298.52380952381
10697	"the"	301.590361445783
10698	"feet"	287.392857142857
10699	"of"	288.178571428571
10700	"his"	281.452380952381
10701	"lord"	310.97619047619
10702	"he"	296.964705882353
10703	"dropped"	289.686746987952
10704	"the"	297.6
10705	"boar's"	315.595238095238
10706	"enormous"	329.6
10707	"head."	371.27380952381
10708	"'Then"	338.823529411765
10709	"you"	301.666666666667
10710	"will"	285.035294117647
10711	"be"	308.270588235294
10712	"rewarded,"	311.058823529412
10713	"as"	288.105882352941
10714	"I"	298.258823529412
10715	"promised.'"	326.297619047619
10716	"'But"	341.776470588235
10717	"first,"	306.535714285714
10718	"let"	304.084337349398
10719	"me"	295.72619047619
10720	"examine"	306.178571428571
10721	"the"	304.892857142857
10722	"head"	302.309523809524
10723	"of"	298.154761904762
10724	"this"	359.916666666667
10725	"monster,'"	312.630952380952
10726	"said"	299.202380952381
10727	"the"	307.607142857143
10728	"Lord"	300.552941176471
10729	"of"	291.529411764706
10730	"the"	306.602409638554
10731	"Manor."	322.764705882353
10732	"To"	306.511904761905
10733	"not"	318.66265060241
10734	"examine"	345.211764705882
10735	"the"	304.690476190476
10736	"head"	300.882352941176
10737	"in"	305
10738	"advance"	318.964285714286
10739	"had"	314.130952380952
10740	"not"	323.869047619048
10741	"been"	329.809523809524
10742	"very"	337.178571428571
10743	"clever"	335.761904761905
10744	"on"	333.046511627907
10745	"the"	323.75
10746	"part"	291.361445783133
10747	"of"	280.071428571429
10748	"the"	331.47619047619
10749	"huntsman."	387.482352941176
10750	"Right"	350.542168674699
10751	"away,"	325.035714285714
10752	"the"	318.047619047619
10753	"Lord"	315.559523809524
10754	"noticed"	317.082352941176
10755	"the"	302.164705882353
10756	"tongue"	304.458823529412
10757	"of"	287.27380952381
10758	"the"	288.107142857143
10759	"boar"	300
10760	"was"	295.22619047619
10761	"missing"	322.190476190476
10762	"and"	315.258823529412
10763	"exclaimed,"	341.571428571429
10764	"'What"	335.642857142857
10765	"is"	327.623529411765
10766	"this?"	308.176470588235
10767	"A"	324.741176470588
10768	"boar"	284.2
10769	"with"	297.345238095238
10770	"no"	307.305882352941
10771	"tongue?'"	329.788235294118
10772	"He"	311.764705882353
10773	"looked"	306.094117647059
10774	"at"	291.607142857143
10775	"the"	315.905882352941
10776	"huntsman,"	359.082352941176
10777	"dubiously."	344.470588235294
10778	"'How"	338.488095238095
10779	"come"	331.869047619048
10780	"this"	308.682352941176
10781	"creature"	301.058823529412
10782	"has"	294.119047619048
10783	"no"	331.941176470588
10784	"tongue?'"	342.741176470588
10785	"he"	295.761904761905
10786	"demanded."	315.023529411765
10787	"All"	312.564705882353
10788	"eyes"	305.678571428571
10789	"were"	289.797619047619
10790	"on"	282.470588235294
10791	"the"	302.2
10792	"huntsman."	313.928571428571
10793	"The"	309.035294117647
10794	"huntsman"	296.364705882353
10795	"questioned"	320.176470588235
10796	"by"	310.071428571429
10797	"the"	317.623529411765
10798	"Lord"	327.52380952381
10799	"replied,"	317.082352941176
10800	"'I"	315.333333333333
10801	"cannot"	304.166666666667
10802	"say,"	312
10803	"my"	297.130952380952
10804	"Lord.'"	313.341176470588
10805	"He"	307.776470588235
10806	"was"	298.152941176471
10807	"suddenly"	339.678571428571
10808	"realizing"	326.166666666667
10809	"his"	352.650602409639
10810	"tricky"	334.823529411765
10811	"situation"	338.581395348837
10812	"could"	316.964705882353
10813	"end"	307.345238095238
10814	"badly"	317.583333333333
10815	"for"	309.904761904762
10816	"him."	391.214285714286
10817	"Through"	338
10818	"the"	336.409638554217
10819	"door"	290.829268292683
10820	"at"	297.426829268293
10821	"this"	300.682926829268
10822	"moment,"	321.559523809524
10823	"the"	296.738095238095
10824	"first"	307.52380952381
10825	"huntsman"	311.694117647059
10826	"burst."	319.107142857143
10827	"'The"	340.927710843374
10828	"woes"	330.452380952381
10829	"of"	301.870588235294
10830	"Bradford"	302.141176470588
10831	"are"	292.964285714286
10832	"ended!'"	299.55421686747
10833	"he"	303.811764705882
10834	"cried."	295.188235294118
10835	"'I"	317
10836	"have"	289.392857142857
10837	"slain"	286.493975903614
10838	"the"	275.869047619048
10839	"boar"	289.776470588235
10840	"the"	289.77380952381
10841	"people"	284.119047619048
10842	"of"	289.211764705882
10843	"Bradford"	301.988235294118
10844	"dreaded!'"	361.576470588235
10845	"All"	354.682352941176
10846	"eyes"	310.588235294118
10847	"turned"	289.204819277108
10848	"to"	296.583333333333
10849	"the"	280.202380952381
10850	"man"	276.433734939759
10851	"who"	288.559523809524
10852	"now"	297.630952380952
10853	"stood"	298.552941176471
10854	"in"	284.566265060241
10855	"the"	291.939024390244
10856	"doorway."	302.698795180723
10857	"'The"	315.325301204819
10858	"reward"	310.428571428571
10859	"is"	323.75
10860	"already"	310.060975609756
10861	"given,'"	357.409638554217
10862	"said"	310.30487804878
10863	"the"	298.423529411765
10864	"Lord"	298.270588235294
10865	"of"	293.023529411765
10866	"the"	281.035294117647
10867	"Manor."	301.130952380952
10868	"'The"	311.458823529412
10869	"man"	322.416666666667
10870	"here"	312.952380952381
10871	"has"	295.388235294118
10872	"brought"	280.835294117647
10873	"to"	269.440476190476
10874	"me"	285.988235294118
10875	"the"	298.916666666667
10876	"boar's"	306.717647058824
10877	"head.'"	316.119047619048
10878	"'Then"	318.282352941176
10879	"where"	322.714285714286
10880	"is"	306.869047619048
10881	"its"	361.035294117647
10882	"tongue?'"	355.847058823529
10883	"the"	314.785714285714
10884	"first"	331.52380952381
10885	"huntsman"	327.297619047619
10886	"replied."	356.035294117647
10887	"And,"	360.952941176471
10888	"so"	321.547619047619
10889	"saying,"	318.690476190476
10890	"he"	323.611764705882
10891	"drew"	308.470588235294
10892	"out"	308.117647058824
10893	"the"	306.380952380952
10894	"boar's"	312.776470588235
10895	"tongue"	331.658823529412
10896	"he"	316.761904761905
10897	"had"	308.267441860465
10898	"put"	300.428571428571
10899	"in"	306.261904761905
10900	"his"	293.761904761905
10901	"hunting"	309.666666666667
10902	"pouch"	318.894117647059
10903	"and"	335.564705882353
10904	"related"	335.623529411765
10905	"how"	313.270588235294
10906	"he"	300.129411764706
10907	"had"	335.235294117647
10908	"ambushed"	313.423529411765
10909	"the"	305.494117647059
10910	"creature"	298.623529411765
10911	"in"	288.132530120482
10912	"the"	293.964285714286
10913	"wood"	289.941176470588
10914	"and"	284.282352941176
10915	"cut"	290.289156626506
10916	"out"	272.440476190476
10917	"its"	288.105882352941
10918	"tongue"	288.494117647059
10919	"as"	284.129411764706
10920	"proof"	306.564705882353
10921	"of"	274.258823529412
10922	"his"	292.870588235294
10923	"victory."	317.084337349398
10924	"Listening"	338.207317073171
10925	"to"	293.547619047619
10926	"the"	283.214285714286
10927	"tale,"	318.75
10928	"the"	290.75
10929	"Lord"	276.647058823529
10930	"of"	283.105882352941
10931	"the"	290.4
10932	"Manor"	281.238095238095
10933	"tried"	277.22619047619
10934	"to"	286.686746987952
10935	"discern"	303.146341463415
10936	"which"	297.481927710843
10937	"huntsman"	308.376470588235
10938	"was"	292.447058823529
10939	"telling"	291.917647058824
10940	"him"	295.776470588235
10941	"the"	285.188235294118
10942	"truth"	287.764705882353
10943	"and"	279.821428571429
10944	"what"	295.305882352941
10945	"the"	288.517647058824
10946	"two"	299.035714285714
10947	"huntsmen"	308.02380952381
10948	"were"	301.144578313253
10949	"thinking"	321.440476190476
10950	"as"	309.364705882353
10951	"they"	302.635294117647
10952	"waited"	297.294117647059
10953	"for"	290.741176470588
10954	"him"	276.880952380952
10955	"to"	276.642857142857
10956	"make"	276.714285714286
10957	"a"	279.060240963855
10958	"decision."	325.204819277108
10959	"Almost"	329.670588235294
10960	"instantly,"	318.623529411765
10961	"the"	300.164705882353
10962	"Lord"	278.729411764706
10963	"saw"	285.404761904762
10964	"that"	297.156626506024
10965	"the"	279.369047619048
