startling	392.9
blue	243.28571428571428
of	243.33333333333334
sea	330.7142857142857
and	280.75
sky,	369.0
the	196.8
crimson	358.3
of	164.0
the	214.25
mating	337.2
frigate-birds,	659.0
the	158.0
yellow	311.9
of	194.0
the	256.3333333333333
warblers,	443.4
the	143.5
brilliant	276.2
orange	233.4
of	0
the	195.0
American	211.0
oyster-catchers,	561.4444444444445
the	134.0
glistening	352.5
silver	351.4
of	0
hundreds	264.6
of	171.5
dolphins	290.0
swooping	237.3
round	247.33333333333334
your	223.4
ship	197.66666666666666
in	239.25
the	179.75
dawn	306.42857142857144
light.	236.75
We	148.0
spent	282.55555555555554
eight	228.66666666666666
days	277.5
in	255.57142857142858
all,	281.14285714285717
aboard	383.3333333333333
a	287.3333333333333
boat	286.14285714285717
called	233.8
Tropic	369.7142857142857
Sun,	350.44444444444446
visiting	382.6
all	178.33333333333334
parts	309.0
of	163.0
the	238.0
islands.	303.2
We	338.5
lived,	395.1
ate	146.83333333333334
and	332.25
slept	232.8
on	212.66666666666666
the	147.0
boat	186.57142857142858
and	207.0
went	220.125
ashore	246.66666666666666
two	185.0
or	201.16666666666666
three	274.3333333333333
times	176.71428571428572
a	186.0
day,	190.33333333333334
to	209.4
walk	239.22222222222223
the	152.75
trails,	326.3333333333333
see	225.5
the	215.25
wildlife,	232.625
and	234.0
snorkel	383.5
in	0
the	226.42857142857142
sea.	203.8
The	261.0
boat	232.875
was	193.66666666666666
hardly	257.22222222222223
the	273.0
most	222.125
luxurious	222.44444444444446
experience	154.6
we'd	167.0
ever	206.375
had,	227.25
and	151.0
was	287.44444444444446
certainly	209.55555555555554
not	297.3333333333333
a	161.5
centre	305.2
of	109.0
gastronomic	557.1
excellence.	198.71428571428572
But	218.66666666666666
that	338.2857142857143
really	298.875
wasn't	214.7
the	153.0
point.	252.33333333333334
It	199.0
took	268.125
us	241.0
to	244.66666666666666
the	147.4
places	241.1
we	198.5
wanted	519.1111111111111
to	193.75
see;	223.16666666666666
and	235.4
the	175.33333333333334
expert	366.8
guide	254.875
we	184.8
had,	211.88888888888889
who	183.875
led	266.6
us	216.5
round	199.22222222222223
the	192.0
trails	258.5
and	146.0
explained	279.77777777777777
the	211.0
flora	148.0
and	207.5
fauna	284.25
to	132.0
us,	230.44444444444446
was	152.33333333333334
the	219.1
best	191.66666666666666
we	232.8
could	267.0
possibly	185.11111111111111
have	283.25
wanted.	177.85714285714286
You	262.2
need	243.66666666666666
not	315.6
be	277.6
an	209.5
inveterate	828.8
birdwatcher	435.2
or	188.0
naturalist	438.7
to	311.6666666666667
be	168.5
captivated	502.6
by	196.6
what	227.1
you	146.25
see.	212.0
You	137.0
simply	249.42857142857142
cannot	234.77777777777777
help	195.42857142857142
being	286.6666666666667
taken	270.3333333333333
over	247.875
by	183.0
a	217.5
sense	232.0
of	185.5
wonder	244.22222222222223
at	219.8
this	183.0
different	175.66666666666666
and	178.5
special	346.2857142857143
world.	164.85714285714286
Darwin's	289.22222222222223
visit,	378.25
in	222.0
1835,	560.625
aboard	393.0
HMS	360.6666666666667
Beagle	518.625
lasted	300.9
five	154.0
times	303.875
longer.	242.22222222222223
He	265.0
marvelled	413.6
at	150.4
the	257.14285714285717
tortoises	388.1
and	214.5
the	194.625
iguanas,	328.125
but	274.75
it	184.66666666666666
was	199.2
the	184.66666666666666
tiny	207.75
finches	328.22222222222223
that	156.6
jolted	330.0
his	189.33333333333334
imagination	332.3
most	206.83333333333334
vividly.	366.55555555555554
They	204.75
are	197.16666666666666
still	314.85714285714283
called	126.5
Darwin's	355.8333333333333
Finches	318.2
in	238.0
his	238.0
honour.	276.6
There	163.71428571428572
are	223.0
13	307.57142857142856
different	235.25
species	210.9
of	166.0
the	135.16666666666666
finches	274.3333333333333
across	224.5
the	156.5
islands	230.0
(our	268.0
group	354.4
managed	246.4
to	147.0
see	306.42857142857144
five	233.14285714285714
or	189.0
six).	238.11111111111111
The	274.125
fascination	241.16666666666666
is	225.66666666666666
in	457.6666666666667
the	156.85714285714286
beaks.	422.22222222222223
Each	211.8
species	321.0
on	164.5
each	365.85714285714283
island	306.85714285714283
has,	260.0
over	289.75
time,	443.1
developed	266.3
a	0
differently	306.2
shaped	199.4
beak,	214.0
adapted	319.7
to	169.0
the	178.16666666666666
vegetation	342.55555555555554
and	171.0
the	200.375
competition	294.0
in	156.0
that	290.7142857142857
particular	456.2
location.	299.6666666666667
These	247.625
tiny	349.25
birds	265.57142857142856
with	239.0
tiny	235.57142857142858
distinctions	403.5
helped	306.6666666666667
to	164.66666666666666
produce	292.1666666666667
one	236.0
of	247.5
the	172.0
greatest	245.6
ever	209.25
advances	212.33333333333334
in	182.5
the	146.33333333333334
history	221.0
of	103.5
scientific	336.44444444444446
thought.	215.0
Since	220.25
Darwin	307.625
called,	384.0
these	184.33333333333334
islands	352.25
on	131.0
the	240.83333333333334
Equator	238.88888888888889
have	192.0
struggled	444.5
to	59.0
maintain	344.6
the	263.6666666666667
fragile	208.57142857142858
balance	320.22222222222223
of	193.0
their	428.7142857142857
ecology.	333.75
Over	206.5
the	233.57142857142858
years,	246.57142857142858
the	156.0
indigenous	693.375
animal	260.75
population	343.5
has	380.0
been	333.8888888888889
under	197.44444444444446
increasing	278.4
threat,	294.3
from	343.625
wayward	294.75
fishermen,	345.2
or	137.0
from	150.25
feral	240.75
dogs,	220.625
goats	257.3333333333333
and	238.14285714285714
rats	252.0
escaping	273.9
from	200.0
human	305.3333333333333
settlements	344.6
or	231.5
boats.	239.33333333333334
Recently	283.0
the	324.375
Ecuador	275.2857142857143
authorities	483.0
started	353.7
trying	341.9
to	175.0
eradicate	416.8
the	278.0
invading	282.5
species,	209.625
and	188.0
have	260.2857142857143
now	184.625
succeeded	350.3
in	0
freeing	276.0
some	260.14285714285717
entire	278.0
islands	249.875
from	159.16666666666666
non-native	431.625
creatures.	432.75
A	248.0
giant	351.1666666666667
tortoise	485.75
breeding	505.14285714285717
programme	318.55555555555554
is	135.33333333333334
in	285.25
place,	342.0
rearing	402.75
infants	507.375
in	307.3333333333333
a	306.4
protected	263.7
environment	320.0
at	218.0
a	162.0
time	304.55555555555554
when	162.83333333333334
they	232.57142857142858
are	270.875
at	289.2
greatest	233.5
risk,	184.8
and	173.0
then	242.71428571428572
returning	188.0
them	296.42857142857144
to	118.5
the	245.85714285714286
wild.	264.125
And	239.0
there	375.3
are	117.33333333333333
strict	272.6
laws	192.0
now	255.125
in	191.6
place	222.875
against	267.44444444444446
harming	265.6666666666667
or	207.75
destroying	307.8888888888889
the	237.33333333333334
wildlife	241.0
-	0
though	231.2
only	224.28571428571428
recently	303.77777777777777
a	259.0
group	288.375
of	121.0
12	227.625
slain	206.0
tortoises	310.8333333333333
was	168.33333333333334
discovered	388.3333333333333
killed	272.875
apparently	261.44444444444446
for	143.66666666666666
the	248.33333333333334
Japanese	247.33333333333334
aphrodisiac	787.5555555555555
market.	326.875
The	109.0
most	115.6
serious	505.0
ecological	406.75
threat,	272.3333333333333
however,	229.71428571428572
is	184.0
posed	249.14285714285714
by	165.33333333333334
the	344.0
greatest	447.75
economic	392.5
boon	355.2857142857143
the	298.5
islands	352.8888888888889
have	211.6
ever	236.625
had:	321.5
tourism.	404.0
Ninety	459.8
boats,	373.9
ranging	306.4
in	164.0
size	326.0
from	234.16666666666666
12	175.0
passengers	189.85714285714286
to	305.5
100,	242.22222222222223
do	160.66666666666666
the	276.42857142857144
rounds	343.0
of	157.0
the	203.8
islands.	249.375
And	191.5
on	266.2
the	186.0
whole,	191.875
the	86.0
schedules	435.22222222222223
are	213.83333333333334
managed	249.66666666666666
well.	214.83333333333334
The	221.5
itineraries	637.2
are	129.33333333333334
staggered,	332.5
so	152.33333333333334
that	255.44444444444446
at	198.8
most	173.375
two	179.0
or	240.0
three	192.0
boats	243.85714285714286
might	189.25
appear	237.625
at	199.5
one	238.2
location	261.1
at	197.5
the	151.85714285714286
same	196.66666666666666
time.	215.71428571428572
When	194.25
you	187.0
go	147.66666666666666
ashore	273.1
you	143.0
have	221.33333333333334
to	293.8
be	182.8
with	178.2
a	213.0
guide,	239.88888888888889
you	245.0
cannot	278.6666666666667
stray	162.25
from	149.8
the	194.5
marked	266.6666666666667
trails,	274.22222222222223
and	172.0
you	300.85714285714283
cannot	364.77777777777777
touch	240.33333333333334
the	284.5
wildlife.	383.8
One	326.0
of	280.85714285714283
the	222.85714285714286
passengers	341.625
on	185.0
our	226.25
boat	211.2
was	207.75
roundly	327.5
and	182.0
rightly	295.44444444444446
chastised	439.125
for	210.0
stroking	385.3
a	170.0
young	271.4
sea-lion	297.6
-	182.0
an	211.33333333333334
action	308.8888888888889
with	238.2
potentially	367.3
fatal	248.0
consequences	181.25
for	236.0
the	227.8
sea-lion	233.88888888888889
because	239.7
of	95.0
the	214.6
risk	288.0
of	190.0
rejection	391.8
by	65.0
the	293.5
mother.	232.14285714285714
In	238.75
a	293.5
country	304.8333333333333
as	194.5
poor	305.6666666666667
as	194.0
Ecuador,	349.1
the	174.5
temptation	261.55555555555554
to	192.0
increase	226.77777777777777
the	197.0
numbers	232.6
of	175.75
tourists	206.5
is	94.0
always	282.25
there.	215.28571428571428
We	163.0
were	358.6666666666667
told	204.14285714285714
there's	260.75
been	288.8333333333333
a	217.66666666666666
recent	244.625
request	277.875
for	248.44444444444446
permission	309.8888888888889
for	164.0
a	214.25
much	255.25
larger	220.3
boat	213.71428571428572
to	206.0
travel	232.0
round	235.14285714285714
the	189.4
Galapagos,	351.6
carrying	281.44444444444446
some	160.75
500	202.2
passengers.	328.57142857142856
I	212.0
shudder	216.2
to	199.0
think	205.11111111111111
what	214.2
might	239.3
happen	181.375
if	93.0
such	255.5
a	194.0
boat	177.71428571428572
arrived	254.44444444444446
at	108.66666666666667
Punta	287.3333333333333
Espinosa	542.4
and	0
disgorged	399.6666666666667
everyone	351.3333333333333
on	239.0
to	233.75
Fernandina	548.8888888888889
Island	188.85714285714286
at	149.66666666666666
the	204.28571428571428
same	191.0
time.	114.66666666666667
Not	289.0
only	199.5
would	257.5
the	208.0
shock	257.6
of	180.25
a	0
thousand	267.0
tramping	233.22222222222223
feet	245.8
endanger	364.0
the	250.0
rock,	287.5
the	153.16666666666666
sand,	190.75
and	146.5
the	226.0
teeming	251.0
wildlife	326.75
that	177.6
depends	282.3333333333333
on	100.0
it;	288.0
but	204.5
it	222.0
would	279.5
seriously	462.25
degrade	382.55555555555554
the	191.0
quality	245.8
of	157.0
the	161.8
visitors'	276.0
own	221.2
experience.	412.1
Herein	334.3333333333333
lies	289.6666666666667
one	266.125
of	189.0
the	161.0
oldest	213.42857142857142
dilemmas	216.33333333333334
about	204.66666666666666
the	240.5
evolution	387.6
of	136.0
tourism.	352.8
We	201.0
value,	249.44444444444446
and	230.0
to	275.75
want	366.625
to	230.33333333333334
visit,	240.625
the	201.83333333333334
unique	306.6666666666667
and	229.5
fragile	238.0
environments	386.6
of	67.0
the	224.85714285714286
world.	204.28571428571428
Yet	282.0
in	296.75
visiting	266.7
we	164.0
risk	231.71428571428572
destroying	287.8
the	171.0
very	234.2
qualities	273.1111111111111
that	163.0
render	316.0
those	181.0
places	209.0
so	210.0
enticing.	429.3333333333333
This	220.6
is	160.4
especially	158.0
true	209.0
where	254.0
the	230.5
rarity	410.6666666666667
of	355.5
the	211.0
place	267.8
is	154.5
quite	299.2
so	163.25
marked	288.2857142857143
as	205.0
it	268.5
is	220.5
in	185.0
the	313.3333333333333
Galapagos.	440.6
Responsible	412.7
tourism	351.0
lies	413.2
in	219.16666666666666
absolute	330.5
respect	269.6666666666667
for	209.0
the	247.5
location	264.7
and	140.0
its	190.0
inhabitants.	494.14285714285717
It	332.0
lies	363.22222222222223
in	206.0
treading	445.9
carefully	247.0
wherever	246.8
we	154.66666666666666
go.	219.5
It	244.0
lies	213.8
in	157.8
ensuring	222.0
that	191.33333333333334
the	180.25
economic	271.22222222222223
contribution	295.0
we	235.0
make	279.1111111111111
by	191.5
going	339.3
helps	317.55555555555554
to	169.5
conserve	245.8
rather	136.75
than	235.66666666666666
to	201.33333333333334
destroy.	261.5
And	187.83333333333334
it	178.66666666666666
lies	258.125
in	184.5
developing	291.1
the	127.0
international	505.6
networks	256.75
protecting	225.33333333333334
endangered	286.57142857142856
species	197.5
and	168.5
world	179.66666666666666
heritage	356.85714285714283
so	243.0
that	207.83333333333334
they	255.0
can	177.25
make	221.25
a	199.66666666666666
difference	270.1111111111111
on	268.6666666666667
the	166.125
ground.	295.25
Fortunately,	300.1
in	283.5
the	203.0
Galapagos,	338.8
Charles	306.77777777777777
Darwin	192.25
would	213.16666666666666
recognise	308.5
much	387.0
of	178.33333333333334
what	234.25
he	223.8
saw	247.28571428571428
if	146.66666666666666
he	242.25
returned	252.3
today.	175.33333333333334
It	214.33333333333334
is	326.75
our	333.625
duty	162.875
to	117.85714285714286
ensure	254.33333333333334
that	152.33333333333334
he	188.5
would	196.4
recognise	257.0
it	206.0
again,	259.75
another	286.8888888888889
two	314.0
centuries	406.44444444444446
hence.	315.3333333333333
'For	179.625
the	161.42857142857142
last	142.83333333333334
three	203.5
weeks	249.44444444444446
there	197.33333333333334
has	235.85714285714286
been	227.33333333333334
an	125.0
utterly	250.2
inexplicable	297.3
rise	255.5
in	185.25
the	193.14285714285714
prison	253.0
population	234.2
of	183.25
about	298.77777777777777
600	251.875
prisoners	361.6
a	335.0
week.'	231.7
The	177.8
words	359.0
of	153.0
Martin	372.0
Narey,	244.4
the	185.28571428571428
director-general	322.1
of	152.66666666666666
the	194.66666666666666
Prison	323.0
Service,	219.44444444444446
ought	256.2857142857143
to	336.0
prompt	219.5
more	185.5
than	184.5
the	225.6
customary	305.875
political	224.83333333333334
panic.	320.375
By	0
this	331.0
morning	392.22222222222223
the	0
prison	367.0
population,	257.77777777777777
which	194.33333333333334
seemed	281.0
to	238.66666666666666
have	149.85714285714286
stabilised	337.2
at	171.0
around	424.8
45,000	398.0
in	160.0
the	122.66666666666667
late	250.66666666666666
1980s	372.0
and	0
early	304.2857142857143
1990s,	317.5
will	248.0
have	269.14285714285717
passed	370.1666666666667
the	198.83333333333334
70,000	271.6666666666667
mark.	425.0
Although	351.44444444444446
the	165.16666666666666
causes	333.9
of	149.0
the	171.66666666666666
surge	304.25
of	173.0
the	208.0
past	187.5
three	193.5
weeks	198.5
have	193.625
baffled	196.25
those	292.0
who	162.16666666666666
might	202.66666666666666
know,	190.11111111111111
the	158.33333333333334
underlying	369.0
trend,	279.0
a	254.0
rise	281.875
in	143.33333333333334
the	171.8
number	262.3333333333333
of	142.5
prisoners	222.83333333333334
of	164.0
5,000	303.9
since	298.8888888888889
this	239.8
time	274.57142857142856
last	183.57142857142858
year,	241.25
is	64.0
utterly	364.0
explicable,	459.5
and	220.33333333333334
indeed	389.3333333333333
was	248.0
predicted.	375.0
Prison	274.75
policy	261.375
in	211.0
the	188.66666666666666
UK	174.8
has	171.4
been	227.4
an	160.0
uphill	230.0
slalom	233.0
for	226.8
the	196.0
past	350.5
half-century.	476.6666666666667
Politicians,	346.42857142857144
under	236.66666666666666
pressure	297.625
to	0
do	232.5
something	328.875
about	229.57142857142858
crime,	373.2857142857143
pass	309.25
laws	420.8333333333333
and	184.75
write	351.85714285714283
guidelines	401.625
requiring	352.125
more	338.8
criminals	313.25
to	354.5
be	210.33333333333334
imprisoned	298.55555555555554
for	225.66666666666666
more	321.5
crimes	234.66666666666666
for	135.0
longer.	298.3333333333333
Every	333.7142857142857
now	185.0
and	200.33333333333334
then,	218.16666666666666
however,	233.0
there	212.5
is	215.66666666666666
a	242.5
crisis	290.0
as	167.66666666666666
the	324.2
walls	199.5
of	159.0
our	189.5
prisons	159.0
begin	247.625
to	302.5
bow	233.42857142857142
under	274.55555555555554
the	280.6666666666667
weight	223.75
of	203.0
numbers	274.44444444444446
contained	277.8888888888889
therein.	233.55555555555554
Politicians	316.3333333333333
then	417.5
scrabble	238.125
around	231.85714285714286
for	207.66666666666666
'tough'	310.42857142857144
alternatives	272.375
to	221.0
jail,	285.0
which	221.71428571428572
they	225.6
try	148.0
to	437.0
sell	257.2
to	482.0
a	170.0
sceptical	369.14285714285717
public,	207.2
educated	429.3333333333333
only	195.0
in	379.0
a	240.0
simple	228.16666666666666
lock-'em-up	422.5
logic	235.5
that	204.75
reached	393.22222222222223
its	164.5
conclusion	350.5
in	0
the	177.16666666666666
bone-jarring	564.8
stupidity	334.3
of	0
Michael	257.1
Howard's	251.22222222222223
'prison	187.8
works'	307.8
slogan.	382.75
The	243.0
prison-building	879.9
programme	345.8
then	233.33333333333334
catches	386.1
up	102.0
with	261.77777777777777
the	113.83333333333333
prison	202.71428571428572
population,	332.5
and	222.0
we	238.33333333333334
resume	406.6666666666667
the	390.0
zig-zag	306.8
which	306.14285714285717
has	263.2857142857143
given	291.375
us	168.66666666666666
the	236.16666666666666
least	197.75
successful	249.375
prison	250.25
policy	375.5
in	184.0
Europe.	278.0
The	171.5
election	392.4
of	177.5
a	183.33333333333334
Labour	289.625
government	255.0
committed	206.28571428571428
to	124.0
being	228.33333333333334
tough	244.85714285714286
on	144.33333333333334
the	221.6
causes	242.0
of	205.5
crime	263.7142857142857
was	268.25
a	247.25
chance	265.8888888888889
to	159.5
break	240.625
this	222.0
self-	334.6666666666667
defeating	332.0
sequence.	314.4
Unfortunately,	345.3
Tony	193.16666666666666
Blair's	226.1
first	298.2
Home	202.375
Secretary,	212.66666666666666
Jack	203.5
Straw,	185.5
lacked	255.71428571428572
the	240.5
courage	260.5
to	161.5
seize	324.2
it.	171.4
David	193.42857142857142
Blunkett	275.55555555555554
is	144.0
a	203.33333333333334
more	336.2857142857143
adventurous	259.6
figure	212.25
and	236.0
shows	203.28571428571428
some	182.25
signs	298.14285714285717
of	190.25
being	215.125
willing	237.875
to	0
challenge	314.6
the	0
assumptions	334.4
of	215.2
the	218.66666666666666
past,	291.3333333333333
but	219.66666666666666
he	178.5
still	318.625
poses	501.375
too	232.42857142857142
often	631.5555555555555
for	455.4
the	179.0
unitive	691.9
gallery.	356.3
At	433.5
least	335.2
he	251.75
will	198.25
have	340.3333333333333
no	224.75
difficulty	245.66666666666666
in	229.5
rejecting	371.75
a	146.0
demand	314.875
from	358.25
the	238.5
Prison	246.77777777777777
Governors'	380.0
Association	532.0
to	265.5
take	275.0
away	185.0
from	277.7142857142857
magistrates	358.2
altogether	336.5
the	201.33333333333334
power	227.0
to	119.0
hand	215.42857142857142
down	202.88888888888889
custodial	287.4
sentences.	257.25
But	109.5
will	362.1
he	300.5
use	478.375
this	226.625
crisis	281.44444444444446
to	115.33333333333333
ask	225.66666666666666
deeper	299.3
questions	272.8888888888889
about	235.5
why	222.7
so	223.8
many	153.16666666666666
people	151.0
are	178.0
in	260.6
prison,	232.66666666666666
and	191.5
whether	255.1
they	193.6
should	268.77777777777777
be?	182.6
One	251.4
of	246.0
the	182.4
causes	236.11111111111111
of	149.5
the	147.4
rise	186.4
in	0
the	221.0
prison	276.0
population	261.5
in	291.0
the	258.5
past	243.875
seven	233.55555555555554
years	320.8
has	189.33333333333334
been	199.0
the	176.25
growth	240.44444444444446
of	131.33333333333334
illegal	223.25
drug	150.6
use,	212.33333333333334
with	173.66666666666666
crack	242.0
cocaine	277.7142857142857
a	258.5
particular	301.0
problem.	183.625
This	276.0
week's	437.2
suggestion	348.3333333333333
that	204.6
shock	306.6
tactics	291.9
should	225.0
be	164.5
used	234.125
to	207.75
discourage	271.4
young	222.75
people	234.28571428571428
from	158.8
trying	229.33333333333334
heroin	212.0
is	179.0
off	362.42857142857144
the	318.75
point.	333.0
Information	326.1
is	270.6666666666667
important,	303.6
but	181.33333333333334
the	203.375
interplay	227.0
between	168.6
the	0
desire	213.7
to	150.0
escape	233.4
reality	240.66666666666666
and	170.5
addiction	202.0
is	0
more	200.25
complex	261.625
than	228.8
a	195.25
simple	341.2857142857143
Pavlovian	411.8888888888889
model.	283.85714285714283
Medicalising	889.4
addiction	475.1
rather	274.44444444444446
than	193.25
keeping	372.3333333333333
it	204.0
in	249.4
the	290.8
criminal	304.5
underworld	413.0
offers	281.3333333333333
the	181.16666666666666
best	334.75
hope	193.66666666666666
both	281.0
of	328.0
controlling	289.0
hard-drug	393.22222222222223
use	239.0
and	411.0
of	288.44444444444446
limiting	314.3333333333333
the	173.5
effect	222.8
on	145.0
crime.	305.8
If	180.0
people	230.7
who	185.83333333333334
have	294.875
problems	240.7
with	254.2
illegal	189.7
drugs,	195.5
alcohol	219.2
or	162.0
mental	280.5
health	200.375
were	196.0
taken	197.6
out	117.0
of	189.6
our	154.71428571428572
prisons,	224.0
there	243.8
would	223.55555555555554
be	140.8
hardly	126.33333333333333
anyone	206.0
left.	409.77777777777777
When	212.83333333333334
it	250.85714285714286
comes	320.75
to	307.6666666666667
the	178.66666666666666
wider	346.77777777777777
causes	282.9
of	208.5
crime,	257.0
however,	223.25
one	395.0
of	248.5
the	195.5
best	162.0
places	212.85714285714286
to	154.33333333333334
start	332.8333333333333
is	210.8
prison	242.625
itself.	200.55555555555554
With	164.66666666666666
58	249.14285714285714
per	176.0
cent	253.83333333333334
of	158.8
inmates	299.25
recorded	252.88888888888889
as	0
reoffending	372.75
within	238.8
two	203.42857142857142
years	196.85714285714286
of	191.0
release,	332.75
prison	330.3333333333333
clearly	307.875
does	407.5
not	245.375
work.	227.77777777777777
A	140.75
brave	231.33333333333334
Home	235.14285714285714
Secretary	255.0
would	268.7142857142857
conclude	317.2
that	171.5
prison	279.8888888888889
obviously	258.0
reinforces	268.4
many	287.6
of	207.0
the	224.6
causes	205.0
of	230.0
crime.	266.75
It	187.0
breaks	264.8888888888889
up	209.5
families	315.6
and	156.0
usually	271.0
gives	210.9
prisoners	230.7
nothing	179.44444444444446
better	191.0
to	127.0
do	200.0
than	196.28571428571428
plan	214.25
how	216.0
not	254.5
to	267.2
get	226.2
caught	228.6
next	203.0
time.	194.125
All	143.5
parties	361.8
welcomed	242.625
the	193.0
Woolf	266.6666666666667
report	343.875
of	240.0
1991,	306.3333333333333
yet	143.16666666666666
none	228.0
has	224.0
acted	276.6666666666667
on	226.0
it	151.66666666666666
to	202.16666666666666
improve	242.33333333333334
the	227.0
education	271.625
